binary_name,project,algorithm_label,architecture,optimization_level,compiler,compiler_version,build_type,build_system,binary_type,crypto_library,aes_constant,aes_constant_count,aes_symbol,arithmetic_count,basic_block_count_estimate,binary_size,blowfish_constant_count,branch_count,call_count,call_graph_fanout_estimate,cfg_edge_count_estimate,chacha20_constant_count,chacha_symbol,compiler_hints,cyclomatic_complexity_estimate,des_symbol,ecc_curve_p_256,ecc_curve_p_384,ecc_curve_p_521,ecc_curve_secp256k1,ecc_symbol,entropy,entry_point,executable_section_ratio,export_count,function_count,import_count,import_libraries,instruction_count,instruction_entropy,jump_count,known_crypto_library,logical_count,md5_constant,md5_constant_count,memory_count,opcode_bigram_entropy,opcode_bigram_unique_ratio,opcode_trigram_entropy,opcode_trigram_unique_ratio,optimization_hints,readonly_section_ratio,return_count,rsa_exponent_present,rsa_symbol,section_count,segment_count,sha1_constant,sha1_constant_count,sha224_constant_count,sha256_constant_count,sha384_constant_count,sha512_constant_count,sha_constant,sha_symbol,string_count,symbol_count,unique_opcode_ratio,writable_section_ratio
rsa_sp800_56b_gen__clang_O3_debug.o,openssl,RSA,x86_64,O3,clang,clang (cached build),debug,direct_compile,object,openssl,False,0,False,15.0,168.0,28072,0,167.0,97.0,2.552632,167.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.576146,0,,5,38,0,,631.0,2.995223,70.0,False,45.0,False,0,341.0,4.763062,0.125397,6.062241,0.255962,likely_debug_or_unoptimized,,5.0,True,True,23,0,False,0,0,0,0,0,False,False,257,38,0.038035,
rsa_mp__gcc_O0_release.o,openssl,RSA,x86_64,O0,gcc,gcc (cached build),release,direct_compile,object,openssl,False,0,False,7.0,52.0,3944,0,51.0,24.0,1.333333,51.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,3.881821,0,,5,18,0,,240.0,2.735962,27.0,False,0.0,False,0,145.0,4.174962,0.188285,5.141775,0.302521,likely_release_or_stripped,,7.0,False,True,14,0,False,0,0,0,0,0,False,False,31,18,0.079167,
ssl_rsa__clang_O2_debug.o,openssl,RSA,x86_64,O2,clang,clang (cached build),debug,direct_compile,object,openssl,False,0,False,43.0,575.0,130440,0,574.0,303.0,3.123711,574.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.873543,0,,19,97,0,,2146.0,3.281503,271.0,False,192.0,False,0,1110.0,5.340436,0.064336,6.802589,0.153451,likely_debug_or_unoptimized,,24.0,True,False,24,0,False,0,0,0,0,0,False,False,1387,97,0.013979,
rsa_mp__clang_O2_debug.o,openssl,RSA,x86_64,O2,clang,clang (cached build),debug,direct_compile,object,openssl,False,0,False,5.0,38.0,15072,0,37.0,21.0,1.235294,37.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.148589,0,,5,17,0,,144.0,3.340624,16.0,False,4.0,False,0,77.0,4.961295,0.356643,5.898066,0.549296,likely_debug_or_unoptimized,,3.0,True,True,23,0,False,0,0,0,0,0,False,False,166,17,0.138889,
rsa_pss__clang_O1_debug.o,openssl,RSA,x86_64,O1,clang,clang (cached build),debug,direct_compile,object,openssl,False,0,False,32.0,146.0,29040,0,145.0,60.0,1.395349,145.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.749774,0,,18,43,0,,684.0,3.769559,85.0,False,69.0,False,0,317.0,6.068151,0.218155,7.419898,0.417889,likely_debug_or_unoptimized,,29.0,True,True,25,0,False,0,0,0,0,0,False,False,257,43,0.057018,
rsa_saos__gcc_O3_debug.o,openssl,RSA,x86_64,O3,gcc,gcc (cached build),debug,direct_compile,object,openssl,False,0,False,6.0,39.0,13376,0,38.0,24.0,1.263158,38.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.027642,0,,2,19,0,,188.0,3.135779,14.0,False,16.0,False,0,111.0,5.015895,0.31016,5.951141,0.494624,likely_debug_or_unoptimized,,2.0,False,True,25,0,False,0,0,0,0,0,False,False,116,19,0.095745,
rsa_pss__gcc_O1_debug.o,openssl,RSA,x86_64,O1,gcc,gcc (cached build),debug,direct_compile,object,openssl,False,0,False,45.0,164.0,38872,0,163.0,69.0,1.604651,163.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.286724,0,,18,43,0,,709.0,3.445907,94.0,False,15.0,False,0,369.0,5.608995,0.166667,6.981278,0.342291,likely_debug_or_unoptimized,,29.0,True,True,26,0,False,0,0,0,0,0,False,False,277,43,0.040903,
rsa_chk__clang_O3_release.o,openssl,RSA,x86_64,O3,clang,clang (cached build),release,direct_compile,object,openssl,False,0,False,7.0,177.0,8376,0,176.0,102.0,3.090909,176.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.006025,0,,5,33,0,,602.0,3.023714,74.0,False,57.0,False,0,288.0,4.883066,0.139767,6.100252,0.263333,likely_release_or_stripped,,2.0,False,True,11,0,False,0,0,0,0,0,False,False,65,33,0.046512,
rsa_oaep__clang_O1_release.o,openssl,RSA,x86_64,O1,clang,clang (cached build),release,direct_compile,object,openssl,False,0,False,59.0,112.0,6848,0,111.0,49.0,1.689655,111.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.790379,0,,6,29,0,,700.0,3.841906,62.0,False,100.0,False,0,353.0,6.320811,0.25608,7.78044,0.510029,likely_release_or_stripped,,6.0,False,True,11,0,False,0,0,0,0,0,False,False,82,29,0.052857,
bn_rsa_fips186_5__gcc_O3_debug.o,openssl,RSA,x86_64,O3,gcc,gcc (cached build),debug,direct_compile,object,openssl,False,0,False,17.0,173.0,29560,0,172.0,74.0,2.176471,172.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.453277,0,,2,34,0,,595.0,3.149615,98.0,False,24.0,False,0,281.0,4.891739,0.159933,6.166492,0.290051,likely_debug_or_unoptimized,,2.0,False,True,28,0,False,0,0,0,0,0,False,False,208,34,0.042017,
rsa_kmgmt__clang_O0_debug.o,openssl,RSA,x86_64,O0,clang,clang (cached build),debug,direct_compile,object,openssl,False,0,False,63.0,345.0,43048,0,344.0,141.0,1.226087,344.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.297994,0,,0,115,0,,1474.0,3.097402,203.0,False,73.0,False,0,767.0,4.943955,0.04888,6.254815,0.112092,likely_debug_or_unoptimized,,32.0,True,True,24,0,False,0,0,0,0,0,False,False,317,115,0.014925,
rsa_ossl__clang_O1_debug.o,openssl,RSA,x86_64,O1,clang,clang (cached build),debug,direct_compile,object,openssl,False,0,False,31.0,579.0,70968,0,578.0,313.0,3.09901,578.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.758524,0,,6,101,0,,2029.0,3.064793,265.0,False,115.0,False,0,1071.0,4.979254,0.072485,6.434491,0.157375,likely_debug_or_unoptimized,,14.0,False,True,30,0,False,0,0,0,0,0,False,False,486,101,0.019221,
rsa_kmgmt__clang_O0_release.o,openssl,RSA,x86_64,O0,clang,clang (cached build),release,direct_compile,object,openssl,False,0,False,63.0,345.0,25424,0,344.0,141.0,1.226087,344.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,3.847303,0,,0,115,0,,1474.0,3.097402,203.0,False,73.0,False,0,767.0,4.943955,0.04888,6.254815,0.112092,likely_release_or_stripped,,32.0,True,True,13,0,False,0,0,0,0,0,False,False,183,115,0.014925,
rsa_mp_names__clang_O3_debug.o,openssl,RSA,x86_64,O3,clang,clang (cached build),debug,direct_compile,object,openssl,False,0,False,,,5968,0,,,,,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),,False,False,False,False,False,False,3.016874,0,,0,4,0,,,,,False,,False,0,,,,,,likely_debug_or_unoptimized,,,False,True,21,0,False,0,0,0,0,0,False,False,61,4,,
rsa_ameth__gcc_O2_release.o,openssl,RSA,x86_64,O2,gcc,gcc (cached build),release,direct_compile,object,openssl,False,0,False,52.0,476.0,27984,0,475.0,233.0,1.33908,475.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.314443,0,,4,174,0,,1863.0,3.54985,242.0,False,113.0,False,0,898.0,5.788168,0.090226,7.440252,0.218162,likely_release_or_stripped,,26.0,False,True,18,0,False,0,0,0,0,0,False,False,295,174,0.019324,
rsa_mp_names__gcc_O3_release.o,openssl,RSA,x86_64,O3,gcc,gcc (cached build),release,direct_compile,object,openssl,False,0,False,,,2728,0,,,,,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,,False,False,False,False,False,False,2.65105,0,,0,4,0,,,,,False,,False,0,,,,,,likely_release_or_stripped,,,False,True,13,0,False,0,0,0,0,0,False,False,45,4,,
rsa_saos__gcc_O2_release.o,openssl,RSA,x86_64,O2,gcc,gcc (cached build),release,direct_compile,object,openssl,False,0,False,6.0,39.0,3904,0,38.0,24.0,1.263158,38.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,3.852031,0,,2,19,0,,188.0,3.135779,14.0,False,16.0,False,0,111.0,5.015895,0.31016,5.951141,0.494624,likely_release_or_stripped,,2.0,False,True,15,0,False,0,0,0,0,0,False,False,46,19,0.095745,
rsa_asn1__clang_O2_debug.o,openssl,RSA,x86_64,O2,clang,clang (cached build),debug,direct_compile,object,openssl,False,0,False,3.0,28.0,27840,0,27.0,5.0,0.096154,27.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,3.768466,0,,20,52,0,,116.0,3.368643,22.0,False,2.0,False,0,43.0,4.506384,0.321739,4.991526,0.438596,likely_debug_or_unoptimized,,9.0,False,True,25,0,False,0,0,0,0,0,False,False,305,52,0.137931,
rsa_x931g__gcc_O2_release.o,openssl,RSA,x86_64,O2,gcc,gcc (cached build),release,direct_compile,object,openssl,False,0,False,16.0,97.0,4680,0,96.0,48.0,2.4,96.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.113021,0,,2,20,0,,353.0,3.130609,48.0,False,27.0,False,0,160.0,4.847584,0.161932,6.121508,0.333333,likely_release_or_stripped,,2.0,False,True,13,0,False,0,0,0,0,0,False,False,42,20,0.042493,
ssl_rsa_legacy__gcc_O3_debug.o,openssl,RSA,x86_64,O3,gcc,gcc (cached build),debug,direct_compile,object,openssl,False,0,False,10.0,133.0,25832,0,132.0,90.0,2.5,132.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.040594,0,,6,36,0,,490.0,3.198759,42.0,False,58.0,False,0,228.0,4.904243,0.106339,5.827749,0.17623,likely_debug_or_unoptimized,,8.0,False,True,25,0,False,0,0,0,0,0,False,False,144,36,0.034694,
rsa_none__gcc_O0_debug.o,openssl,RSA,x86_64,O0,gcc,gcc (cached build),debug,direct_compile,object,openssl,False,0,False,7.0,21.0,7952,0,20.0,14.0,1.166667,20.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,3.880978,0,,2,12,0,,132.0,2.442654,6.0,False,0.0,False,0,93.0,3.829379,0.21374,4.637151,0.330769,likely_debug_or_unoptimized,,4.0,False,True,23,0,False,0,0,0,0,0,False,False,84,12,0.113636,
rsa_saos__gcc_O0_release.o,openssl,RSA,x86_64,O0,gcc,gcc (cached build),release,direct_compile,object,openssl,False,0,False,9.0,46.0,4216,0,45.0,26.0,1.3,45.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,3.845696,0,,2,20,0,,240.0,2.456444,19.0,False,2.0,False,0,164.0,3.948131,0.179916,5.029157,0.294118,likely_release_or_stripped,,4.0,False,True,14,0,False,0,0,0,0,0,False,False,35,20,0.083333,
rsa_crpt__clang_O0_release.o,openssl,RSA,x86_64,O0,clang,clang (cached build),release,direct_compile,object,openssl,False,0,False,18.0,72.0,5432,0,71.0,40.0,1.290323,71.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.145028,0,,10,31,0,,370.0,2.635158,31.0,False,11.0,False,0,232.0,4.076467,0.113821,5.090639,0.192935,likely_release_or_stripped,,11.0,False,True,11,0,False,0,0,0,0,0,False,False,47,31,0.048649,
rsa_gen__gcc_O0_debug.o,openssl,RSA,x86_64,O0,gcc,gcc (cached build),debug,direct_compile,object,openssl,False,0,False,58.0,496.0,44840,0,495.0,243.0,2.7,495.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.815416,0,,4,90,0,,2133.0,2.576709,252.0,False,7.0,False,0,1310.0,4.055742,0.044559,5.210417,0.097607,likely_debug_or_unoptimized,,28.0,False,True,24,0,False,0,0,0,0,0,False,False,398,90,0.014534,
rsa_prn__clang_O0_debug.o,openssl,RSA,x86_64,O0,clang,clang (cached build),debug,direct_compile,object,openssl,False,0,False,4.0,18.0,8104,0,17.0,12.0,0.75,17.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,3.858012,0,,2,16,0,,78.0,2.503266,5.0,False,3.0,False,0,48.0,3.873951,0.324675,4.638761,0.447368,likely_debug_or_unoptimized,,2.0,False,True,22,0,False,0,0,0,0,0,False,False,100,16,0.179487,
rsa_gen__clang_O1_debug.o,openssl,RSA,x86_64,O1,clang,clang (cached build),debug,direct_compile,object,openssl,False,0,False,29.0,384.0,55848,0,383.0,207.0,3.393443,383.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.872738,0,,4,61,0,,1480.0,2.864669,176.0,False,175.0,False,0,745.0,4.786094,0.072346,6.262345,0.164411,likely_debug_or_unoptimized,,4.0,False,True,24,0,False,0,0,0,0,0,False,False,407,61,0.018243,
rsa_sp800_56b_check__clang_O3_release.o,openssl,RSA,x86_64,O3,clang,clang (cached build),release,direct_compile,object,openssl,False,0,False,14.0,252.0,11280,0,251.0,151.0,3.212766,251.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.269656,0,,10,47,0,,898.0,3.15511,100.0,False,55.0,False,0,460.0,4.854726,0.108138,6.146297,0.216518,likely_release_or_stripped,,11.0,False,True,11,0,False,0,0,0,0,0,False,False,80,47,0.030067,
rsa_pss__clang_O2_release.o,openssl,RSA,x86_64,O2,clang,clang (cached build),release,direct_compile,object,openssl,False,0,False,45.0,168.0,9440,0,167.0,60.0,1.395349,167.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.566829,0,,18,43,0,,793.0,3.945799,107.0,False,88.0,False,0,355.0,6.355105,0.219697,7.719699,0.424779,likely_release_or_stripped,,29.0,False,True,13,0,False,0,0,0,0,0,False,False,99,43,0.054224,
bn_rsa_fips186_5__gcc_O2_release.o,openssl,RSA,x86_64,O2,gcc,gcc (cached build),release,direct_compile,object,openssl,False,0,False,14.0,165.0,7736,0,164.0,70.0,2.0,164.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.370073,0,,2,35,0,,607.0,3.127,94.0,False,21.0,False,0,308.0,4.951381,0.168317,6.26134,0.310744,likely_release_or_stripped,,4.0,False,True,17,0,False,0,0,0,0,0,False,False,101,35,0.042834,
rsa_sign__clang_O2_debug.o,openssl,RSA,x86_64,O2,clang,clang (cached build),debug,direct_compile,object,openssl,False,0,False,18.0,167.0,28640,0,166.0,47.0,1.305556,166.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.344934,0,,4,36,0,,602.0,3.514644,119.0,False,35.0,False,0,311.0,5.570804,0.154742,6.894265,0.333333,likely_debug_or_unoptimized,,5.0,False,True,26,0,False,0,0,0,0,0,False,True,216,36,0.041528,
rsa_crpt__gcc_O2_debug.o,openssl,RSA,x86_64,O2,gcc,gcc (cached build),debug,direct_compile,object,openssl,False,0,False,5.0,63.0,22520,0,62.0,35.0,1.166667,62.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.010025,0,,10,30,0,,237.0,3.458733,27.0,False,21.0,False,0,96.0,5.28776,0.266949,6.307535,0.442553,likely_debug_or_unoptimized,,5.0,True,True,26,0,False,0,0,0,0,0,False,False,201,30,0.088608,
rsa_sp800_56b_check__gcc_O2_release.o,openssl,RSA,x86_64,O2,gcc,gcc (cached build),release,direct_compile,object,openssl,False,0,False,22.0,260.0,12064,0,259.0,157.0,3.270833,259.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.226277,0,,10,48,0,,938.0,3.410438,102.0,False,45.0,False,0,449.0,5.337881,0.122732,6.603564,0.253205,likely_release_or_stripped,,17.0,False,True,15,0,False,0,0,0,0,0,False,False,86,48,0.028785,
rsa_lib__clang_O0_debug.o,openssl,RSA,x86_64,O0,clang,clang (cached build),debug,direct_compile,object,openssl,False,0,False,206.0,576.0,75104,0,575.0,284.0,1.641618,575.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.956811,0,,65,173,0,,3023.0,3.005411,291.0,False,75.0,False,0,1803.0,4.810798,0.04004,6.206882,0.09136,likely_debug_or_unoptimized,,97.0,False,True,22,0,False,0,0,0,0,0,False,False,669,173,0.011578,
cms_rsa__gcc_O3_release.o,openssl,RSA,x86_64,O3,gcc,gcc (cached build),release,direct_compile,object,openssl,False,0,False,6.0,160.0,8952,0,159.0,84.0,1.473684,159.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.195265,0,,2,57,0,,523.0,3.358354,75.0,False,48.0,False,0,233.0,5.414086,0.166667,6.853546,0.357006,likely_release_or_stripped,,2.0,False,True,16,0,False,0,0,0,0,0,False,False,111,57,0.051625,
rsa_meth__clang_O1_debug.o,openssl,RSA,x86_64,O1,clang,clang (cached build),debug,direct_compile,object,openssl,False,0,False,3.0,18.0,18744,0,17.0,9.0,0.230769,17.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.099798,0,,33,39,0,,222.0,2.876206,8.0,False,3.0,False,0,127.0,4.028468,0.158371,4.886284,0.268182,likely_debug_or_unoptimized,,34.0,False,True,23,0,False,0,0,0,0,0,False,False,205,39,0.063063,
ssl_rsa__clang_O3_release.o,openssl,RSA,x86_64,O3,clang,clang (cached build),release,direct_compile,object,openssl,False,0,False,47.0,594.0,26976,0,593.0,307.0,3.164948,593.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.384216,0,,19,97,0,,2227.0,3.287693,286.0,False,193.0,False,0,1155.0,5.326872,0.060198,6.791491,0.146966,likely_release_or_stripped,,24.0,False,False,11,0,False,0,0,0,0,0,False,False,164,97,0.013022,
rsa_none__clang_O3_debug.o,openssl,RSA,x86_64,O3,clang,clang (cached build),debug,direct_compile,object,openssl,False,0,False,4.0,17.0,6256,0,16.0,11.0,1.0,16.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,3.81864,0,,2,11,0,,76.0,3.277056,5.0,False,7.0,False,0,44.0,4.888772,0.493333,5.563853,0.702703,likely_debug_or_unoptimized,,3.0,False,True,23,0,False,0,0,0,0,0,False,False,51,11,0.197368,
rsa_gen__gcc_O1_debug.o,openssl,RSA,x86_64,O1,gcc,gcc (cached build),debug,direct_compile,object,openssl,False,0,False,43.0,430.0,84832,0,429.0,230.0,3.770492,429.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.387442,0,,4,61,0,,1541.0,2.472099,199.0,False,3.0,False,0,918.0,4.072959,0.062338,5.404832,0.131254,likely_debug_or_unoptimized,,10.0,True,True,27,0,False,0,0,0,0,0,False,False,428,61,0.01817,
rsa_x931g__gcc_O2_debug.o,openssl,RSA,x86_64,O2,gcc,gcc (cached build),debug,direct_compile,object,openssl,False,0,False,16.0,97.0,19656,0,96.0,48.0,2.4,96.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.299401,0,,2,20,0,,353.0,3.130609,48.0,False,27.0,False,0,160.0,4.847584,0.161932,6.121508,0.333333,likely_debug_or_unoptimized,,2.0,True,True,23,0,False,0,0,0,0,0,False,False,178,20,0.042493,
rsa_pk1__clang_O0_debug.o,openssl,RSA,x86_64,O0,clang,clang (cached build),debug,direct_compile,object,openssl,False,0,False,108.0,260.0,25856,0,259.0,147.0,3.0625,259.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.922507,0,,7,48,0,,1432.0,3.098681,112.0,False,105.0,False,0,867.0,5.287451,0.086653,6.805321,0.197203,likely_debug_or_unoptimized,,18.0,False,True,22,0,False,0,0,0,0,0,False,False,161,48,0.019553,
cipher_blowfish_hw__gcc_O1_debug.o,openssl,Blowfish,x86_64,O1,gcc,gcc (cached build),debug,direct_compile,object,openssl,False,0,False,27.0,26.0,17040,0,25.0,9.0,0.45,25.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.231229,0,,4,20,0,,250.0,3.567655,16.0,False,14.0,False,0,152.0,5.205921,0.277108,6.144892,0.447581,likely_debug_or_unoptimized,,9.0,True,False,25,0,False,0,0,0,0,0,False,False,168,20,0.092,
cipher_blowfish_hw__gcc_O1_release.o,openssl,Blowfish,x86_64,O1,gcc,gcc (cached build),release,direct_compile,object,openssl,False,0,False,27.0,26.0,4456,0,25.0,9.0,0.45,25.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.064879,0,,4,20,0,,250.0,3.567655,16.0,False,14.0,False,0,152.0,5.205921,0.277108,6.144892,0.447581,likely_release_or_stripped,,9.0,False,False,15,0,False,0,0,0,0,0,False,False,51,20,0.092,
cipher_blowfish_hw__gcc_O3_debug.o,openssl,Blowfish,x86_64,O3,gcc,gcc (cached build),debug,direct_compile,object,openssl,False,0,False,26.0,26.0,17136,0,25.0,9.0,0.45,25.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.266033,0,,4,20,0,,272.0,3.61752,16.0,False,13.0,False,0,161.0,5.496205,0.291513,6.570347,0.507407,likely_debug_or_unoptimized,,9.0,True,False,25,0,False,0,0,0,0,0,False,False,162,20,0.088235,
cipher_blowfish_hw__clang_O0_release.o,openssl,Blowfish,x86_64,O0,clang,clang (cached build),release,direct_compile,object,openssl,False,0,False,33.0,25.0,4136,0,24.0,7.0,0.368421,24.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.033292,0,,4,19,0,,267.0,2.818368,17.0,False,9.0,False,0,172.0,4.200414,0.165414,5.24108,0.267925,likely_release_or_stripped,,9.0,False,False,12,0,False,0,0,0,0,0,False,False,34,19,0.082397,
cipher_blowfish__clang_O0_debug.o,openssl,Blowfish,x86_64,O0,clang,clang (cached build),debug,direct_compile,object,openssl,False,0,False,20.0,42.0,17824,0,41.0,25.0,0.595238,41.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,3.90671,0,,0,42,0,,260.0,2.577234,16.0,False,2.0,False,0,168.0,3.821904,0.092664,4.468273,0.135659,likely_debug_or_unoptimized,,10.0,False,False,24,0,False,0,0,0,0,0,False,False,176,42,0.053846,
cipher_blowfish_hw__gcc_O2_release.o,openssl,Blowfish,x86_64,O2,gcc,gcc (cached build),release,direct_compile,object,openssl,False,0,False,26.0,26.0,4552,0,25.0,9.0,0.45,25.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.122244,0,,4,20,0,,272.0,3.61752,16.0,False,13.0,False,0,161.0,5.496205,0.291513,6.570347,0.507407,likely_release_or_stripped,,9.0,False,False,15,0,False,0,0,0,0,0,False,False,46,20,0.088235,
cipher_blowfish_hw__clang_O1_release.o,openssl,Blowfish,x86_64,O1,clang,clang (cached build),release,direct_compile,object,openssl,False,0,False,19.0,18.0,3864,0,17.0,7.0,0.368421,17.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,3.984957,0,,4,19,0,,217.0,3.381743,10.0,False,9.0,False,0,138.0,4.900625,0.273148,5.765362,0.432558,likely_release_or_stripped,,9.0,False,False,12,0,False,0,0,0,0,0,False,False,38,19,0.092166,
cipher_blowfish__gcc_O3_debug.o,openssl,Blowfish,x86_64,O3,gcc,gcc (cached build),debug,direct_compile,object,openssl,False,0,False,8.0,35.0,23784,0,34.0,19.0,0.463415,34.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,3.876869,0,,0,41,0,,208.0,3.177787,15.0,False,7.0,False,0,119.0,4.699921,0.178744,5.5347,0.296117,likely_debug_or_unoptimized,,5.0,True,False,26,0,False,0,0,0,0,0,False,False,208,41,0.072115,
cipher_blowfish_hw__clang_O3_release.o,openssl,Blowfish,x86_64,O3,clang,clang (cached build),release,direct_compile,object,openssl,False,0,False,19.0,18.0,3864,0,17.0,7.0,0.368421,17.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,3.985571,0,,4,19,0,,217.0,3.381743,10.0,False,9.0,False,0,138.0,4.900625,0.273148,5.765362,0.432558,likely_release_or_stripped,,9.0,False,False,12,0,False,0,0,0,0,0,False,False,38,19,0.092166,
cipher_blowfish__gcc_O1_debug.o,openssl,Blowfish,x86_64,O1,gcc,gcc (cached build),debug,direct_compile,object,openssl,False,0,False,20.0,35.0,23496,0,34.0,24.0,0.585366,34.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,3.883625,0,,0,41,0,,203.0,2.88367,10.0,False,0.0,False,0,118.0,4.226619,0.133663,5.00935,0.223881,likely_debug_or_unoptimized,,10.0,True,False,26,0,False,0,0,0,0,0,False,False,208,41,0.059113,
cipher_blowfish_hw__gcc_O2_debug.o,openssl,Blowfish,x86_64,O2,gcc,gcc (cached build),debug,direct_compile,object,openssl,False,0,False,26.0,26.0,17136,0,25.0,9.0,0.45,25.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.261147,0,,4,20,0,,272.0,3.61752,16.0,False,13.0,False,0,161.0,5.496205,0.291513,6.570347,0.507407,likely_debug_or_unoptimized,,9.0,True,False,25,0,False,0,0,0,0,0,False,False,162,20,0.088235,
