binary_name,project,algorithm_label,architecture,optimization_level,compiler,compiler_version,build_type,build_system,binary_type,crypto_library,aes_constant,aes_constant_count,aes_symbol,arithmetic_count,basic_block_count_estimate,binary_size,blowfish_constant_count,branch_count,call_count,call_graph_fanout_estimate,cfg_edge_count_estimate,chacha20_constant_count,chacha_symbol,compiler_hints,cyclomatic_complexity_estimate,des_symbol,ecc_curve_p_256,ecc_curve_p_384,ecc_curve_p_521,ecc_curve_secp256k1,ecc_symbol,entropy,entry_point,executable_section_ratio,export_count,function_count,import_count,import_libraries,instruction_count,instruction_entropy,jump_count,known_crypto_library,logical_count,md5_constant,md5_constant_count,memory_count,opcode_bigram_entropy,opcode_bigram_unique_ratio,opcode_trigram_entropy,opcode_trigram_unique_ratio,optimization_hints,readonly_section_ratio,return_count,rsa_exponent_present,rsa_symbol,section_count,segment_count,sha1_constant,sha1_constant_count,sha224_constant_count,sha256_constant_count,sha384_constant_count,sha512_constant_count,sha_constant,sha_symbol,string_count,symbol_count,unique_opcode_ratio,writable_section_ratio
Hacl_Curve25519__gcc_O0_release.o,mbedtls,X25519,x86_64,O0,gcc,gcc (cached build),release,direct_compile,object,mbedtls,False,0,False,184.0,225.0,19024,0,224.0,184.0,3.471698,224.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,True,5.115903,0,,1,53,0,,2577.0,2.327942,40.0,False,92.0,False,0,1945.0,3.932351,0.036491,5.204398,0.080388,likely_release_or_stripped,,41.0,True,False,13,0,False,0,0,0,0,0,False,False,66,53,0.010865,
Hacl_Curve25519__gcc_O0_debug.o,mbedtls,X25519,x86_64,O0,gcc,gcc (cached build),debug,direct_compile,object,mbedtls,False,0,False,184.0,225.0,39544,0,224.0,184.0,3.471698,224.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,True,5.161175,0,,1,53,0,,2577.0,2.327942,40.0,False,92.0,False,0,1945.0,3.932351,0.036491,5.204398,0.080388,likely_debug_or_unoptimized,,41.0,True,False,22,0,False,0,0,0,0,0,False,False,215,53,0.010865,
Hacl_Curve25519__clang_O2_debug.o,mbedtls,X25519,x86_64,O2,clang,clang (cached build),debug,direct_compile,object,mbedtls,False,0,False,54.0,205.0,55328,0,204.0,198.0,9.0,204.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,True,5.131747,0,,1,22,0,,1600.0,2.884932,6.0,False,158.0,False,0,1138.0,4.539988,0.082552,5.721316,0.165207,likely_debug_or_unoptimized,,8.0,False,False,24,0,False,0,0,0,0,0,False,False,322,22,0.020625,
Hacl_Curve25519__clang_O2_release.o,mbedtls,X25519,x86_64,O2,clang,clang (cached build),release,direct_compile,object,mbedtls,False,0,False,54.0,205.0,13544,0,204.0,198.0,9.0,204.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,True,4.920365,0,,1,22,0,,1600.0,2.884932,6.0,False,158.0,False,0,1138.0,4.539988,0.082552,5.721316,0.165207,likely_release_or_stripped,,8.0,False,False,11,0,False,0,0,0,0,0,False,False,183,22,0.020625,
Hacl_Curve25519__clang_O1_release.o,mbedtls,X25519,x86_64,O1,clang,clang (cached build),release,direct_compile,object,mbedtls,False,0,False,113.0,187.0,10776,0,186.0,135.0,7.5,186.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,True,5.194244,0,,1,18,0,,1448.0,3.148245,51.0,False,113.0,False,0,945.0,4.876953,0.083621,6.142219,0.168741,likely_release_or_stripped,,6.0,False,False,10,0,False,0,0,0,0,0,False,False,115,18,0.020718,
Hacl_Curve25519__clang_O1_debug.o,mbedtls,X25519,x86_64,O1,clang,clang (cached build),debug,direct_compile,object,mbedtls,False,0,False,113.0,187.0,48784,0,186.0,135.0,7.5,186.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,True,5.067319,0,,1,18,0,,1448.0,3.148245,51.0,False,113.0,False,0,945.0,4.876953,0.083621,6.142219,0.168741,likely_debug_or_unoptimized,,6.0,False,False,23,0,False,0,0,0,0,0,False,False,252,18,0.020718,
Hacl_Curve25519__gcc_O3_debug.o,mbedtls,X25519,x86_64,O3,gcc,gcc (cached build),debug,direct_compile,object,mbedtls,False,0,False,215.0,876.0,326776,0,875.0,726.0,36.3,875.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,True,4.557589,0,,1,20,0,,7223.0,2.589679,149.0,False,394.0,False,0,5250.0,4.344511,0.037247,5.640527,0.084891,likely_debug_or_unoptimized,,6.0,True,False,26,0,False,0,0,0,0,0,False,False,1058,20,0.005261,
Hacl_Curve25519__gcc_O2_release.o,mbedtls,X25519,x86_64,O2,gcc,gcc (cached build),release,direct_compile,object,mbedtls,False,0,False,93.0,200.0,12792,0,199.0,157.0,6.541667,199.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,True,5.077783,0,,1,24,0,,1587.0,2.851811,42.0,False,90.0,False,0,1109.0,4.79799,0.102144,6.149352,0.208202,likely_release_or_stripped,,10.0,False,False,14,0,False,0,0,0,0,0,False,False,200,24,0.018904,
Hacl_Curve25519__clang_O0_release.o,mbedtls,X25519,x86_64,O0,clang,clang (cached build),release,direct_compile,object,mbedtls,False,0,False,158.0,216.0,19896,0,215.0,182.0,3.433962,215.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,True,5.071088,0,,1,53,0,,2474.0,2.015344,33.0,False,91.0,False,0,1912.0,3.298295,0.029519,4.315669,0.058657,likely_release_or_stripped,,41.0,False,False,10,0,False,0,0,0,0,0,False,False,72,53,0.009701,
Hacl_Curve25519__clang_O3_release.o,mbedtls,X25519,x86_64,O3,clang,clang (cached build),release,direct_compile,object,mbedtls,False,0,False,53.0,203.0,13712,0,202.0,197.0,9.380952,202.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,True,4.9495,0,,1,21,0,,1682.0,2.85965,5.0,False,198.0,False,0,1184.0,4.526636,0.07912,5.706537,0.158929,likely_release_or_stripped,,8.0,False,False,11,0,False,0,0,0,0,0,False,False,196,21,0.01962,
Hacl_Curve25519__gcc_O2_debug.o,mbedtls,X25519,x86_64,O2,gcc,gcc (cached build),debug,direct_compile,object,mbedtls,False,0,False,93.0,200.0,96264,0,199.0,157.0,6.541667,199.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,True,4.312909,0,,1,24,0,,1587.0,2.851811,42.0,False,90.0,False,0,1109.0,4.79799,0.102144,6.149352,0.208202,likely_debug_or_unoptimized,,10.0,False,False,26,0,False,0,0,0,0,0,False,False,377,24,0.018904,
Hacl_Curve25519__gcc_O3_release.o,mbedtls,X25519,x86_64,O3,gcc,gcc (cached build),release,direct_compile,object,mbedtls,False,0,False,215.0,876.0,52808,0,875.0,726.0,36.3,875.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,True,4.933874,0,,1,20,0,,7223.0,2.589679,149.0,False,394.0,False,0,5250.0,4.344511,0.037247,5.640527,0.084891,likely_release_or_stripped,,6.0,False,False,14,0,False,0,0,0,0,0,False,False,793,20,0.005261,
Hacl_Curve25519__clang_O0_debug.o,mbedtls,X25519,x86_64,O0,clang,clang (cached build),debug,direct_compile,object,mbedtls,False,0,False,158.0,216.0,42936,0,215.0,182.0,3.433962,215.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,True,5.244707,0,,1,53,0,,2474.0,2.015344,33.0,False,91.0,False,0,1912.0,3.298295,0.029519,4.315669,0.058657,likely_debug_or_unoptimized,,41.0,False,False,21,0,False,0,0,0,0,0,False,False,201,53,0.009701,
Hacl_Curve25519__clang_O3_debug.o,mbedtls,X25519,x86_64,O3,clang,clang (cached build),debug,direct_compile,object,mbedtls,False,0,False,53.0,203.0,56176,0,202.0,197.0,9.380952,202.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,True,5.178933,0,,1,21,0,,1682.0,2.85965,5.0,False,198.0,False,0,1184.0,4.526636,0.07912,5.706537,0.158929,likely_debug_or_unoptimized,,8.0,False,False,24,0,False,0,0,0,0,0,False,False,335,21,0.01962,
Hacl_Curve25519__gcc_O1_release.o,mbedtls,X25519,x86_64,O1,gcc,gcc (cached build),release,direct_compile,object,mbedtls,False,0,False,124.0,198.0,12352,0,197.0,148.0,7.047619,197.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,True,5.095991,0,,1,21,0,,1553.0,2.999329,49.0,False,75.0,False,0,1097.0,4.785268,0.08183,6.123535,0.168279,likely_release_or_stripped,,11.0,False,False,13,0,False,0,0,0,0,0,False,False,165,21,0.018674,
Hacl_Curve25519__gcc_O1_debug.o,mbedtls,X25519,x86_64,O1,gcc,gcc (cached build),debug,direct_compile,object,mbedtls,False,0,False,124.0,198.0,104648,0,197.0,148.0,7.047619,197.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,True,4.282295,0,,1,21,0,,1553.0,2.999329,49.0,False,75.0,False,0,1097.0,4.785268,0.08183,6.123535,0.168279,likely_debug_or_unoptimized,,11.0,True,False,25,0,False,0,0,0,0,0,False,False,340,21,0.018674,
ssl_rsa__clang_O0_release.o,openssl,RSA,x86_64,O0,clang,clang (cached build),release,direct_compile,object,openssl,False,0,False,133.0,762.0,34400,0,761.0,387.0,3.336207,761.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.372473,0,,19,116,0,,3127.0,2.830305,374.0,False,129.0,False,0,1827.0,4.681145,0.028471,6.058041,0.06432,likely_release_or_stripped,,46.0,False,False,11,0,False,0,0,0,0,0,False,False,165,116,0.009274,
rsa_none__clang_O3_release.o,openssl,RSA,x86_64,O3,clang,clang (cached build),release,direct_compile,object,openssl,False,0,False,4.0,17.0,2296,0,16.0,11.0,1.0,16.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,3.418455,0,,2,11,0,,76.0,3.277056,5.0,False,7.0,False,0,44.0,4.888772,0.493333,5.563853,0.702703,likely_release_or_stripped,,3.0,False,True,11,0,False,0,0,0,0,0,False,False,23,11,0.197368,
rsa_sign__gcc_O0_debug.o,openssl,RSA,x86_64,O0,gcc,gcc (cached build),debug,direct_compile,object,openssl,False,0,False,19.0,196.0,25648,0,195.0,64.0,1.641026,195.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.262479,0,,4,39,0,,797.0,2.844073,131.0,False,5.0,False,0,478.0,4.55746,0.094221,5.762548,0.176101,likely_debug_or_unoptimized,,8.0,False,True,24,0,False,0,0,0,0,0,False,True,234,39,0.032622,
rsa_kem__gcc_O3_debug.o,openssl,RSA,x86_64,O3,gcc,gcc (cached build),debug,direct_compile,object,openssl,False,0,False,18.0,142.0,38296,0,141.0,64.0,1.230769,141.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.180932,0,,0,52,0,,567.0,3.613999,77.0,False,26.0,False,0,261.0,5.668369,0.178445,6.970515,0.346903,likely_debug_or_unoptimized,,12.0,True,True,30,0,False,0,0,0,0,0,False,False,268,52,0.047619,
rsa_asn1__gcc_O1_debug.o,openssl,RSA,x86_64,O1,gcc,gcc (cached build),debug,direct_compile,object,openssl,False,0,False,38.0,30.0,33200,0,29.0,20.0,0.384615,29.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,3.723864,0,,20,52,0,,170.0,3.438229,9.0,False,0.0,False,0,45.0,4.57068,0.248521,4.994443,0.339286,likely_debug_or_unoptimized,,25.0,False,True,28,0,False,0,0,0,0,0,False,False,323,52,0.1,
rsa_sign__gcc_O3_release.o,openssl,RSA,x86_64,O3,gcc,gcc (cached build),release,direct_compile,object,openssl,False,0,False,16.0,142.0,10280,0,141.0,51.0,1.378378,141.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,3.99448,0,,4,37,0,,629.0,3.653803,90.0,False,49.0,False,0,295.0,5.760451,0.175159,7.085275,0.362041,likely_release_or_stripped,,21.0,False,True,16,0,False,0,0,0,0,0,False,True,76,37,0.046105,
rsa_ameth__clang_O0_release.o,openssl,RSA,x86_64,O0,clang,clang (cached build),release,direct_compile,object,openssl,False,0,False,94.0,605.0,30184,0,604.0,242.0,1.351955,604.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.329687,0,,4,179,0,,2174.0,2.9744,362.0,False,46.0,False,0,1176.0,4.75094,0.039577,6.164029,0.093002,likely_release_or_stripped,,38.0,False,True,13,0,False,0,0,0,0,0,False,False,236,179,0.01242,
rsa_mp__gcc_O0_debug.o,openssl,RSA,x86_64,O0,gcc,gcc (cached build),debug,direct_compile,object,openssl,False,0,False,7.0,52.0,14128,0,51.0,24.0,1.333333,51.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.258377,0,,5,18,0,,240.0,2.735962,27.0,False,0.0,False,0,145.0,4.174962,0.188285,5.141775,0.302521,likely_debug_or_unoptimized,,7.0,False,True,23,0,False,0,0,0,0,0,False,False,171,18,0.079167,
cms_rsa__gcc_O2_debug.o,openssl,RSA,x86_64,O2,gcc,gcc (cached build),debug,direct_compile,object,openssl,False,0,False,6.0,156.0,51736,0,155.0,80.0,1.333333,155.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.423623,0,,2,60,0,,513.0,3.398027,75.0,False,45.0,False,0,231.0,5.478377,0.177734,6.928556,0.379648,likely_debug_or_unoptimized,,2.0,True,True,27,0,False,0,0,0,0,0,False,False,600,60,0.054581,
rsa_sp800_56b_gen__gcc_O1_release.o,openssl,RSA,x86_64,O1,gcc,gcc (cached build),release,direct_compile,object,openssl,False,0,False,12.0,181.0,8736,0,180.0,103.0,2.710526,180.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.119819,0,,5,38,0,,599.0,2.786038,77.0,False,2.0,False,0,344.0,4.372903,0.107023,5.602859,0.211055,likely_release_or_stripped,,5.0,True,True,15,0,False,0,0,0,0,0,False,False,67,38,0.036728,
rsa_none__gcc_O0_release.o,openssl,RSA,x86_64,O0,gcc,gcc (cached build),release,direct_compile,object,openssl,False,0,False,7.0,21.0,3016,0,20.0,14.0,1.166667,20.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,3.477245,0,,2,12,0,,132.0,2.442654,6.0,False,0.0,False,0,93.0,3.829379,0.21374,4.637151,0.330769,likely_release_or_stripped,,4.0,False,True,14,0,False,0,0,0,0,0,False,False,27,12,0.113636,
rsa_backend__clang_O2_release.o,openssl,RSA,x86_64,O2,clang,clang (cached build),release,direct_compile,object,openssl,False,0,False,23.0,435.0,20048,0,434.0,221.0,1.857143,434.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.442463,0,,10,119,0,,1444.0,3.234233,213.0,False,71.0,False,0,712.0,5.104349,0.078309,6.650122,0.179612,likely_release_or_stripped,,12.0,False,True,11,0,False,0,0,0,0,0,False,False,172,119,0.021468,
rsa_x931g__clang_O1_release.o,openssl,RSA,x86_64,O1,clang,clang (cached build),release,direct_compile,object,openssl,False,0,False,16.0,85.0,4200,0,84.0,43.0,2.15,84.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.235245,0,,2,20,0,,338.0,2.955068,41.0,False,31.0,False,0,167.0,4.537624,0.154303,5.727213,0.297619,likely_release_or_stripped,,2.0,False,True,10,0,False,0,0,0,0,0,False,False,48,20,0.050296,
rsa_sign__clang_O1_release.o,openssl,RSA,x86_64,O1,clang,clang (cached build),release,direct_compile,object,openssl,False,0,False,18.0,168.0,11856,0,167.0,43.0,1.194444,167.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,3.68607,0,,4,36,0,,591.0,3.562881,124.0,False,31.0,False,0,299.0,5.552999,0.152542,6.761758,0.298812,likely_release_or_stripped,,5.0,False,True,13,0,False,0,0,0,0,0,False,True,62,36,0.042301,
rsa_err__clang_O2_release.o,openssl,RSA,x86_64,O2,clang,clang (cached build),release,direct_compile,object,openssl,False,0,False,0.0,4.0,6616,0,3.0,2.0,0.4,3.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,3.29445,0,,1,5,0,,10.0,2.921928,1.0,False,0.0,False,0,5.0,3.169925,1.0,3.0,1.0,likely_release_or_stripped,,1.0,False,True,13,0,False,0,0,0,0,0,False,False,96,5,0.8,
rsa_meth__gcc_O2_debug.o,openssl,RSA,x86_64,O2,gcc,gcc (cached build),debug,direct_compile,object,openssl,False,0,False,4.0,19.0,22400,0,18.0,9.0,0.230769,18.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.037758,0,,33,39,0,,271.0,3.114686,9.0,False,3.0,False,0,138.0,4.441174,0.188889,5.3299,0.319703,likely_debug_or_unoptimized,,33.0,False,True,25,0,False,0,0,0,0,0,False,False,224,39,0.059041,
rsa_asn1__gcc_O1_release.o,openssl,RSA,x86_64,O1,gcc,gcc (cached build),release,direct_compile,object,openssl,False,0,False,38.0,30.0,9600,0,29.0,20.0,0.384615,29.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,2.933085,0,,20,52,0,,170.0,3.438229,9.0,False,0.0,False,0,45.0,4.57068,0.248521,4.994443,0.339286,likely_release_or_stripped,,25.0,False,True,18,0,False,0,0,0,0,0,False,False,82,52,0.1,
rsa_pk1__clang_O3_release.o,openssl,RSA,x86_64,O3,clang,clang (cached build),release,direct_compile,object,openssl,False,0,False,95.0,211.0,13008,0,210.0,83.0,1.930233,210.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.998006,0,,7,43,0,,1440.0,4.683364,127.0,False,190.0,False,0,606.0,7.133557,0.211258,8.460939,0.431154,likely_release_or_stripped,,7.0,False,True,12,0,False,0,0,0,0,0,False,False,103,43,0.040972,
bn_rsa_fips186_5__clang_O1_release.o,openssl,RSA,x86_64,O1,clang,clang (cached build),release,direct_compile,object,openssl,False,0,False,13.0,156.0,7248,0,155.0,69.0,1.916667,155.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.468634,0,,2,36,0,,608.0,3.165437,86.0,False,32.0,False,0,310.0,5.019661,0.174629,6.261043,0.328383,likely_release_or_stripped,,4.0,False,True,14,0,False,0,0,0,0,0,False,False,90,36,0.047697,
rsa_mp_names__clang_O0_release.o,openssl,RSA,x86_64,O0,clang,clang (cached build),release,direct_compile,object,openssl,False,0,False,,,2448,0,,,,,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),,False,False,False,False,False,False,2.694146,0,,0,4,0,,,,,False,,False,0,,,,,,likely_release_or_stripped,,,False,True,10,0,False,0,0,0,0,0,False,False,42,4,,
bn_rsa_fips186_5__clang_O0_debug.o,openssl,RSA,x86_64,O0,clang,clang (cached build),debug,direct_compile,object,openssl,False,0,False,17.0,208.0,17264,0,207.0,73.0,1.825,207.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.628238,0,,2,40,0,,672.0,2.729265,134.0,False,10.0,False,0,346.0,4.347302,0.084948,5.643007,0.174627,likely_debug_or_unoptimized,,8.0,False,True,25,0,False,0,0,0,0,0,False,False,120,40,0.03125,
rsa_pss__clang_O0_debug.o,openssl,RSA,x86_64,O0,clang,clang (cached build),debug,direct_compile,object,openssl,False,0,False,55.0,189.0,24184,0,188.0,66.0,1.534884,188.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.686213,0,,18,43,0,,889.0,3.149505,122.0,False,30.0,False,0,512.0,5.141588,0.100225,6.570344,0.218715,likely_debug_or_unoptimized,,18.0,False,True,24,0,False,0,0,0,0,0,False,False,207,43,0.029246,
rsa_saos__gcc_O1_debug.o,openssl,RSA,x86_64,O1,gcc,gcc (cached build),debug,direct_compile,object,openssl,False,0,False,6.0,42.0,13624,0,41.0,24.0,1.263158,41.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,3.982809,0,,2,19,0,,185.0,2.913591,17.0,False,2.0,False,0,123.0,4.493443,0.233696,5.499955,0.387978,likely_debug_or_unoptimized,,2.0,False,True,25,0,False,0,0,0,0,0,False,False,110,19,0.091892,
rsa_schemes__gcc_O0_debug.o,openssl,RSA,x86_64,O0,gcc,gcc (cached build),debug,direct_compile,object,openssl,False,0,False,10.0,16.0,7584,0,15.0,4.0,0.444444,15.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,3.811621,0,,3,9,0,,119.0,3.042127,11.0,False,4.0,False,0,72.0,4.480356,0.279661,5.268297,0.435897,likely_debug_or_unoptimized,,6.0,False,True,25,0,False,0,0,0,0,0,False,False,79,9,0.142857,
rsa_ossl__gcc_O3_debug.o,openssl,RSA,x86_64,O3,gcc,gcc (cached build),debug,direct_compile,object,openssl,False,0,False,32.0,617.0,90120,0,616.0,343.0,3.39604,616.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.428158,0,,6,101,0,,2089.0,3.103511,273.0,False,114.0,False,0,1028.0,5.145565,0.074713,6.703951,0.173455,likely_debug_or_unoptimized,,12.0,True,True,32,0,False,0,0,0,0,0,False,False,485,101,0.015797,
rsa_x931g__gcc_O0_release.o,openssl,RSA,x86_64,O0,gcc,gcc (cached build),release,direct_compile,object,openssl,False,0,False,12.0,114.0,4864,0,113.0,44.0,2.2,113.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.068096,0,,2,20,0,,475.0,2.479265,69.0,False,0.0,False,0,280.0,3.608754,0.07384,4.56213,0.128964,likely_release_or_stripped,,2.0,False,True,13,0,False,0,0,0,0,0,False,False,31,20,0.031579,
rsa_prn__clang_O1_debug.o,openssl,RSA,x86_64,O1,clang,clang (cached build),debug,direct_compile,object,openssl,False,0,False,1.0,25.0,10760,0,24.0,15.0,0.9375,24.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.014787,0,,2,16,0,,97.0,2.937485,9.0,False,10.0,False,0,54.0,4.301197,0.302083,5.195083,0.484211,likely_debug_or_unoptimized,,2.0,False,True,24,0,False,0,0,0,0,0,False,False,136,16,0.123711,
rsa_kem__gcc_O0_release.o,openssl,RSA,x86_64,O0,gcc,gcc (cached build),release,direct_compile,object,openssl,False,0,False,28.0,173.0,11072,0,172.0,70.0,1.186441,172.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.197788,0,,0,59,0,,835.0,2.83434,102.0,False,5.0,False,0,516.0,4.453615,0.088729,5.628046,0.169268,likely_release_or_stripped,,21.0,False,True,16,0,False,0,0,0,0,0,False,False,82,59,0.034731,
rsa_gen__clang_O2_debug.o,openssl,RSA,x86_64,O2,clang,clang (cached build),debug,direct_compile,object,openssl,False,0,False,30.0,391.0,56720,0,390.0,208.0,3.2,390.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.880279,0,,4,65,0,,1536.0,3.018928,182.0,False,178.0,False,0,771.0,4.960703,0.089251,6.423081,0.181877,likely_debug_or_unoptimized,,4.0,False,True,25,0,False,0,0,0,0,0,False,False,416,65,0.026042,
rsa_meth__clang_O3_debug.o,openssl,RSA,x86_64,O3,clang,clang (cached build),debug,direct_compile,object,openssl,False,0,False,5.0,17.0,18832,0,16.0,9.0,0.230769,16.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.115279,0,,33,39,0,,229.0,2.892651,7.0,False,3.0,False,0,131.0,4.06116,0.144737,4.920067,0.251101,likely_debug_or_unoptimized,,36.0,False,True,23,0,False,0,0,0,0,0,False,False,206,39,0.056769,
rsa_oaep__gcc_O3_release.o,openssl,RSA,x86_64,O3,gcc,gcc (cached build),release,direct_compile,object,openssl,False,0,False,123.0,294.0,13232,0,293.0,96.0,3.2,293.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,5.192006,0,,6,30,0,,1804.0,4.177983,197.0,False,262.0,False,0,872.0,6.653666,0.126456,8.072561,0.279689,likely_release_or_stripped,,6.0,False,True,15,0,False,0,0,0,0,0,False,False,183,30,0.021619,
rsa_oaep__clang_O1_debug.o,openssl,RSA,x86_64,O1,clang,clang (cached build),debug,direct_compile,object,openssl,False,0,False,59.0,112.0,23920,0,111.0,49.0,1.689655,111.0,0,False,Ubuntu clang version 18.1.3 (1ubuntu1),1.0,False,False,False,False,False,False,4.997092,0,,6,29,0,,700.0,3.841906,62.0,False,100.0,False,0,353.0,6.320811,0.25608,7.78044,0.510029,likely_debug_or_unoptimized,,6.0,False,True,23,0,False,0,0,0,0,0,False,False,195,29,0.052857,
rsa_saos__gcc_O1_release.o,openssl,RSA,x86_64,O1,gcc,gcc (cached build),release,direct_compile,object,openssl,False,0,False,6.0,42.0,4008,0,41.0,24.0,1.263158,41.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,3.741806,0,,2,19,0,,185.0,2.913591,17.0,False,2.0,False,0,123.0,4.493443,0.233696,5.499955,0.387978,likely_release_or_stripped,,2.0,False,True,15,0,False,0,0,0,0,0,False,False,42,19,0.091892,
rsa_backend__gcc_O3_debug.o,openssl,RSA,x86_64,O3,gcc,gcc (cached build),debug,direct_compile,object,openssl,False,0,False,27.0,489.0,93160,0,488.0,247.0,2.07563,488.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.294442,0,,10,119,0,,1621.0,3.221338,241.0,False,73.0,False,0,760.0,5.284989,0.071605,6.896283,0.182211,likely_debug_or_unoptimized,,10.0,True,True,28,0,False,0,0,0,0,0,False,False,614,119,0.016039,
bn_rsa_fips186_5__gcc_O0_release.o,openssl,RSA,x86_64,O0,gcc,gcc (cached build),release,direct_compile,object,openssl,False,0,False,16.0,203.0,8424,0,202.0,75.0,1.829268,202.0,0,False,GCC: (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,1.0,False,False,False,False,False,False,4.375267,0,,2,41,0,,757.0,2.817661,127.0,False,4.0,False,0,414.0,4.293246,0.092593,5.34925,0.172185,likely_release_or_stripped,,10.0,False,True,16,0,False,0,0,0,0,0,False,False,56,41,0.031704,
